Year,Student_ID,Campus_ID,Grade,Gender,Teacher_ID,Attendance_Rate,Standardized_Math_Score,Standardized_Social_Studies_Score,Standardized_Science_Score
2024,S1992,C1,1st,Female,T0005,0.99,85.7,89.0,89.9
2025,S1992,C1,2nd,Female,T0013,0.852,83.5,62.5,92.9
2023,S1993,C1,Kindergarten,Male,T0004,0.91,90.3,83.0,79.8
2024,S1993,C1,1st,Male,T0008,0.94,83.7,59.5,85.6
2025,S1993,C1,2nd,Male,T0092,0.846,94.7,70.6,82.9
2023,S1994,C1,Kindergarten,Female,T0004,1.0,75.9,71.2,81.4
2024,S1994,C1,1st,Female,T0008,0.948,86.9,71.7,77.2
2025,S1994,C1,2nd,Female,T0107,0.881,73.8,70.4,74.6
2023,S1995,C1,Kindergarten,Male,T0091,0.809,81.0,83.9,75.6
2024,S1995,C1,1st,Male,T0007,0.817,76.6,70.9,76.7
2025,S1995,C1,2nd,Male,T0092,1.0,84.4,78.9,82.9
2023,S1996,C1,Kindergarten,Male,T0091,0.81,82.1,79.6,90.4
2024,S1996,C1,1st,Male,T0005,0.957,81.0,75.1,88.1
2025,S1996,C1,2nd,Male,T0010,0.938,95.2,89.0,93.7
2023,S1997,C1,Kindergarten,Female,T0091,0.913,80.6,86.0,80.3
2024,S1997,C1,1st,Female,T0008,0.867,83.5,80.4,79.1
2025,S1997,C1,2nd,Female,T0107,0.978,82.3,72.5,75.5
2023,S1998,C1,Kindergarten,Male,T0004,0.878,77.2,74.1,76.5
2024,S1998,C1,1st,Male,T0008,0.928,80.2,63.4,86.1
2025,S1998,C1,2nd,Male,T0010,0.827,97.9,77.7,95.0
2023,S1999,C1,Kindergarten,Female,T0003,0.911,97.3,79.2,88.3
2024,S1999,C1,1st,Female,T0006,0.863,73.8,69.4,72.0
2025,S1999,C1,2nd,Female,T0107,0.8,74.8,68.7,78.4
2023,S2000,C1,Kindergarten,Female,T0004,0.883,92.3,64.6,68.7
2024,S2000,C1,1st,Female,T0009,0.938,97.6,91.7,89.7
2025,S2000,C1,2nd,Female,T0010,0.865,97.8,84.3,98.8
2023,S2001,C1,Kindergarten,Female,T0076,0.878,84.4,75.5,81.1
2024,S2001,C1,1st,Female,T0009,0.901,78.8,73.4,92.4
2025,S2001,C1,2nd,Female,T0092,0.89,76.8,86.0,80.7
2023,S2002,C1,Kindergarten,Female,T0003,0.93,86.6,93.7,92.6
2024,S2002,C1,1st,Female,T0007,0.97,95.1,81.6,95.1
2025,S2002,C1,2nd,Female,T0107,0.95,87.1,71.0,72.1
2023,S2003,C1,Kindergarten,Male,T0076,0.998,88.5,95.9,93.5
2024,S2003,C1,1st,Male,T0008,0.924,75.8,78.4,94.8
2025,S2003,C1,2nd,Male,T0010,0.943,91.4,81.4,94.4
2023,S2004,C1,Kindergarten,Male,T0091,0.851,85.3,89.1,79.6
2024,S2004,C1,1st,Male,T0005,1.0,87.5,85.0,81.9
2025,S2004,C1,2nd,Male,T0107,1.0,82.8,79.8,90.5
2023,S2005,C1,Kindergarten,Male,T0091,0.984,88.7,89.0,97.4
2024,S2005,C1,1st,Male,T0009,0.958,89.0,96.4,97.8
2025,S2005,C1,2nd,Male,T0010,0.878,91.0,97.1,96.2
2023,S2006,C1,Kindergarten,Female,T0091,1.0,84.1,92.7,87.2
2024,S2006,C1,1st,Female,T0009,0.994,90.7,82.0,97.5
2025,S2006,C1,2nd,Female,T0013,0.827,79.7,85.6,95.1
2023,S2007,C1,Kindergarten,Female,T0091,0.859,75.2,93.5,81.0
2024,S2007,C1,1st,Female,T0008,0.918,73.4,75.1,72.4
2025,S2007,C1,2nd,Female,T0013,0.82,95.7,81.2,97.7
2023,S2008,C1,Kindergarten,Male,T0091,0.826,87.5,76.7,95.0
2024,S2008,C1,1st,Male,T0009,0.893,97.9,71.3,90.8
2025,S2008,C1,2nd,Male,T0107,0.985,80.9,80.6,66.7
2023,S2009,C1,Kindergarten,Female,T0003,0.969,95.2,89.6,86.3
2024,S2009,C1,1st,Female,T0008,0.949,86.4,83.7,77.3
2025,S2009,C1,2nd,Female,T0107,0.808,77.0,58.2,94.6
2023,S2010,C1,Kindergarten,Male,T0091,0.867,75.2,77.2,91.2
2024,S2010,C1,1st,Male,T0006,0.935,84.1,56.4,77.8
2025,S2010,C1,2nd,Male,T0092,0.696,65.7,61.5,73.7
2023,S2011,C1,Kindergarten,Female,T0076,0.838,92.6,82.4,91.7
2024,S2011,C1,1st,Female,T0005,0.853,77.2,76.8,86.2
2025,S2011,C1,2nd,Female,T0092,0.936,87.3,86.4,80.8
2023,S2012,C1,Kindergarten,Male,T0004,0.925,87.9,69.2,68.0
2024,S2012,C1,1st,Male,T0006,0.912,75.4,81.7,85.1
2025,S2012,C1,2nd,Male,T0107,1.0,85.7,82.3,95.3
2023,S2013,C1,Kindergarten,Female,T0076,0.822,93.7,77.6,80.1
2024,S2013,C1,1st,Female,T0006,0.967,80.2,78.7,88.5
2025,S2013,C1,2nd,Female,T0092,0.875,84.4,70.6,92.2
2023,S2014,C1,Kindergarten,Female,T0003,0.939,95.1,65.2,94.3
2024,S2014,C1,1st,Female,T0006,0.924,76.3,66.1,71.3
2025,S2014,C1,2nd,Female,T0010,0.847,87.7,94.3,84.5
2023,S2015,C2,Kindergarten,Male,T0093,0.971,75.1,72.3,75.6
2024,S2015,C2,1st,Male,T0080,0.887,74.1,77.7,68.0
2025,S2015,C2,2nd,Male,T0094,0.868,95.3,75.7,91.9
2023,S2016,C2,Kindergarten,Male,T0029,0.887,70.7,69.5,65.6
2024,S2016,C2,1st,Male,T0032,0.837,82.8,87.8,82.6
2025,S2016,C2,2nd,Male,T0110,0.892,81.5,85.3,89.2
2023,S2017,C2,Kindergarten,Female,T0029,0.899,60.1,52.3,69.2
2024,S2017,C2,1st,Female,T0033,1.0,82.3,78.9,84.3
2025,S2017,C2,2nd,Female,T0101,0.805,69.0,72.9,86.6
2023,S2018,C2,Kindergarten,Male,T0028,0.841,84.3,67.2,75.5
2024,S2018,C2,1st,Male,T0032,0.939,89.9,83.6,96.3
2025,S2018,C2,2nd,Male,T0094,0.899,88.3,85.8,80.2
2023,S2019,C2,Kindergarten,Male,T0029,0.828,44.6,44.8,56.4
2024,S2019,C2,1st,Male,T0080,0.908,75.6,69.6,79.5
2025,S2019,C2,2nd,Male,T0035,0.752,64.5,65.7,71.2
2023,S2020,C2,Kindergarten,Female,T0028,0.926,78.5,67.5,81.8
2024,S2020,C2,1st,Female,T0080,0.823,69.6,68.9,68.2
2025,S2020,C2,2nd,Female,T0101,0.959,85.3,76.9,89.9
2023,S2021,C2,Kindergarten,Female,T0029,0.893,78.2,61.6,66.5
2024,S2021,C2,1st,Female,T0079,0.92,89.7,80.3,90.3
2025,S2021,C2,2nd,Female,T0095,1.0,89.7,90.9,82.7
2023,S2022,C2,Kindergarten,Female,T0093,0.94,71.6,63.4,73.6
2024,S2022,C2,1st,Female,T0080,0.873,76.1,71.2,68.2
2025,S2022,C2,2nd,Female,T0095,0.817,78.1,55.3,70.2
2023,S2023,C2,Kindergarten,Male,T0093,1.0,74.8,74.3,73.5
2024,S2023,C2,1st,Male,T0033,0.839,75.1,69.1,84.2
2025,S2023,C2,2nd,Male,T0110,0.965,85.5,63.6,85.6
2023,S2024,C2,Kindergarten,Male,T0027,0.882,74.2,85.5,71.4
2024,S2024,C2,1st,Male,T0032,0.932,93.3,77.6,93.0
2025,S2024,C2,2nd,Male,T0035,0.866,77.0,72.1,74.0
2023,S2025,C2,Kindergarten,Female,T0029,0.818,53.3,61.7,57.5
2024,S2025,C2,1st,Female,T0033,0.918,87.4,70.5,96.7
2025,S2025,C2,2nd,Female,T0110,0.978,78.1,64.6,88.2
2023,S2026,C2,Kindergarten,Female,T0028,0.935,72.2,82.6,83.3
2024,S2026,C2,1st,Female,T0033,0.951,95.9,88.9,90.4
2025,S2026,C2,2nd,Female,T0110,1.0,86.2,87.7,92.5
2023,S2027,C2,Kindergarten,Female,T0029,0.889,70.8,53.3,67.5
2024,S2027,C2,1st,Female,T0080,0.773,70.8,48.1,77.3
2025,S2027,C2,2nd,Female,T0101,0.917,83.2,74.2,85.5
2023,S2028,C2,Kindergarten,Female,T0028,0.975,83.7,78.0,82.0
2024,S2028,C2,1st,Female,T0032,1.0,73.4,84.3,94.1
2025,S2028,C2,2nd,Female,T0101,0.954,95.9,74.3,83.9
2023,S2029,C2,Kindergarten,Male,T0028,0.868,74.8,80.5,80.0
2024,S2029,C2,1st,Male,T0079,0.822,83.1,58.8,82.5
2025,S2029,C2,2nd,Male,T0101,0.799,70.1,70.5,79.6
2023,S2030,C2,Kindergarten,Female,T0029,0.912,65.9,63.1,66.3
2024,S2030,C2,1st,Female,T0080,0.753,55.0,65.7,59.6
2025,S2030,C2,2nd,Female,T0101,0.805,76.8,67.5,81.9
2023,S2031,C2,Kindergarten,Male,T0028,0.819,69.1,80.5,67.0
2024,S2031,C2,1st,Male,T0032,0.816,87.9,80.3,77.7
2025,S2031,C2,2nd,Male,T0101,0.882,79.5,59.4,76.2
2023,S2032,C2,Kindergarten,Male,T0093,0.789,52.7,44.7,56.5
2024,S2032,C2,1st,Male,T0033,1.0,95.7,88.5,88.4
2025,S2032,C2,2nd,Male,T0101,0.849,90.1,71.5,84.0
2023,S2033,C2,Kindergarten,Female,T0028,0.871,80.7,78.3,84.1
2024,S2033,C2,1st,Female,T0032,0.871,88.5,90.1,92.0
2025,S2033,C2,2nd,Female,T0101,0.937,83.3,70.2,84.4
2023,S2034,C2,Kindergarten,Male,T0029,0.923,57.0,46.1,62.1
2024,S2034,C2,1st,Male,T0032,0.891,84.2,89.5,94.3
2025,S2034,C2,2nd,Male,T0035,0.769,60.9,50.8,64.9
2023,S2035,C2,Kindergarten,Male,T0028,0.949,82.0,68.3,80.1
2024,S2035,C2,1st,Male,T0080,0.808,62.5,69.5,70.4
2025,S2035,C2,2nd,Male,T0095,0.772,74.4,72.2,72.4
2023,S2036,C2,Kindergarten,Female,T0029,0.893,67.1,54.5,70.5
2024,S2036,C2,1st,Female,T0080,0.987,87.8,75.5,80.3
2025,S2036,C2,2nd,Female,T0035,0.869,69.6,78.9,72.2
2023,S2037,C2,Kindergarten,Male,T0027,0.863,77.2,71.5,69.8
2024,S2037,C2,1st,Male,T0032,0.897,90.0,85.2,84.8
2025,S2037,C2,2nd,Male,T0095,0.976,79.5,85.3,79.2
2023,S2038,C2,Kindergarten,Female,T0027,0.889,86.0,72.7,91.5
2024,S2038,C2,1st,Female,T0080,0.922,52.9,60.0,74.9
2025,S2038,C2,2nd,Female,T0094,0.924,95.0,88.9,83.4
2023,S2039,C2,Kindergarten,Male,T0093,0.881,70.6,77.8,65.0
2024,S2039,C2,1st,Male,T0079,0.889,82.3,75.1,82.2
2025,S2039,C2,2nd,Male,T0101,0.921,96.1,83.4,90.8
2023,S2040,C2,Kindergarten,Female,T0029,0.922,68.8,63.4,79.2
2024,S2040,C2,1st,Female,T0032,0.808,84.5,78.5,82.4
2025,S2040,C2,2nd,Female,T0110,0.945,91.9,80.4,86.1
2023,S2041,C2,Kindergarten,Male,T0029,0.826,66.8,49.6,57.5
2024,S2041,C2,1st,Male,T0079,0.903,87.2,92.1,70.4
2025,S2041,C2,2nd,Male,T0095,0.828,73.1,61.8,86.1
2023,S2042,C2,Kindergarten,Male,T0029,0.89,66.7,66.9,51.4
2024,S2042,C2,1st,Male,T0079,0.856,79.5,89.2,81.0
2025,S2042,C2,2nd,Male,T0035,0.817,74.1,66.8,58.1
2023,S2043,C2,Kindergarten,Female,T0027,0.965,76.8,90.0,97.5
2024,S2043,C2,1st,Female,T0080,1.0,76.3,82.2,86.2
2025,S2043,C2,2nd,Female,T0095,0.916,72.9,64.9,81.3
2023,S2044,C2,Kindergarten,Female,T0093,0.791,68.1,55.1,67.6
2024,S2044,C2,1st,Female,T0033,0.925,89.9,79.5,93.0
2025,S2044,C2,2nd,Female,T0110,0.784,78.6,66.6,65.7
2023,S2045,C2,Kindergarten,Female,T0028,0.797,70.8,73.8,81.0
2024,S2045,C2,1st,Female,T0080,0.834,66.7,67.2,66.9
2025,S2045,C2,2nd,Female,T0101,0.832,82.7,74.3,93.7
2023,S2046,C2,Kindergarten,Male,T0027,0.781,75.0,73.5,60.2
2024,S2046,C2,1st,Male,T0079,0.886,66.6,78.5,94.2
2025,S2046,C2,2nd,Male,T0094,0.844,89.4,74.1,87.4
2023,S2047,C2,Kindergarten,Female,T0029,0.783,58.4,63.4,59.9
2024,S2047,C2,1st,Female,T0080,0.961,75.1,70.4,68.4
2025,S2047,C2,2nd,Female,T0094,0.984,82.0,78.7,91.7
2023,S2048,C2,Kindergarten,Female,T0093,0.91,71.7,55.7,68.5
2024,S2048,C2,1st,Female,T0079,0.945,85.9,72.4,86.0
2025,S2048,C2,2nd,Female,T0101,1.0,92.3,68.9,96.6
2023,S2049,C2,Kindergarten,Female,T0093,1.0,66.4,68.4,76.2
2024,S2049,C2,1st,Female,T0080,0.818,73.6,73.9,70.6
2025,S2049,C2,2nd,Female,T0101,0.874,86.4,77.4,85.0
2023,S2050,C2,Kindergarten,Female,T0027,0.776,75.7,57.9,87.5
2024,S2050,C2,1st,Female,T0080,0.888,73.8,54.7,77.7
2025,S2050,C2,2nd,Female,T0110,0.879,80.0,74.4,79.1
2023,S2051,C2,Kindergarten,Male,T0029,0.89,68.8,61.3,63.2
2024,S2051,C2,1st,Male,T0032,0.824,86.4,76.5,79.2
2025,S2051,C2,2nd,Male,T0110,0.877,79.2,68.4,83.0
2023,S2052,C2,Kindergarten,Male,T0093,0.898,66.5,58.2,72.0
2024,S2052,C2,1st,Male,T0080,0.874,77.0,68.9,80.9
2025,S2052,C2,2nd,Male,T0094,1.0,89.1,86.6,95.6
2023,S2053,C2,Kindergarten,Female,T0093,0.862,70.0,53.3,63.5
2024,S2053,C2,1st,Female,T0079,0.902,77.0,65.0,83.6
2025,S2053,C2,2nd,Female,T0094,0.977,93.4,89.9,88.9
2023,S2054,C2,Kindergarten,Male,T0028,0.948,81.4,77.1,79.2
2024,S2054,C2,1st,Male,T0079,0.806,74.8,77.3,77.9
2025,S2054,C2,2nd,Male,T0101,0.966,90.9,90.0,89.0
2023,S2055,C2,Kindergarten,Male,T0027,0.891,73.8,61.5,80.6
2024,S2055,C2,1st,Male,T0079,0.909,92.2,71.7,78.5
2025,S2055,C2,2nd,Male,T0094,0.928,91.9,69.3,95.4
2023,S2056,C2,Kindergarten,Female,T0027,0.91,84.5,78.1,71.8
2024,S2056,C2,1st,Female,T0080,0.8,76.8,71.6,73.4
2025,S2056,C2,2nd,Female,T0035,0.889,78.7,58.5,74.7
2023,S2057,C2,Kindergarten,Female,T0093,0.87,61.5,60.2,68.2
2024,S2057,C2,1st,Female,T0032,0.995,88.5,76.7,96.3
2025,S2057,C2,2nd,Female,T0035,0.786,62.2,57.1,63.1
2023,S2058,C2,Kindergarten,Female,T0027,0.832,82.1,76.6,75.5
2024,S2058,C2,1st,Female,T0079,0.94,86.8,70.1,89.1
2025,S2058,C2,2nd,Female,T0095,0.798,87.4,56.9,80.0
2023,S2059,C2,Kindergarten,Female,T0028,0.784,75.8,63.8,77.1
2024,S2059,C2,1st,Female,T0033,0.818,83.8,75.4,68.6
2025,S2059,C2,2nd,Female,T0101,0.852,84.4,78.7,76.4
2023,S2060,C2,Kindergarten,Female,T0028,0.836,82.3,67.6,73.4
2024,S2060,C2,1st,Female,T0079,0.947,79.2,82.5,80.8
2025,S2060,C2,2nd,Female,T0101,0.891,77.6,76.6,90.3
2023,S2061,C2,Kindergarten,Male,T0028,0.882,62.7,58.9,77.1
2024,S2061,C2,1st,Male,T0080,0.842,66.9,63.7,71.4
2025,S2061,C2,2nd,Male,T0035,0.978,74.9,79.2,68.6
2023,S2062,C2,Kindergarten,Male,T0027,0.899,71.2,79.8,85.0
2024,S2062,C2,1st,Male,T0080,0.823,60.4,67.5,68.4
2025,S2062,C2,2nd,Male,T0101,0.85,85.6,74.5,84.3
2023,S2063,C2,Kindergarten,Male,T0093,0.913,73.1,60.9,68.8
2024,S2063,C2,1st,Male,T0032,0.866,82.8,79.2,83.3
2025,S2063,C2,2nd,Male,T0095,0.86,83.9,74.0,77.8
2023,S2064,C2,Kindergarten,Male,T0028,0.869,75.1,73.6,74.9
2024,S2064,C2,1st,Male,T0033,0.897,86.9,73.1,88.3
2025,S2064,C2,2nd,Male,T0095,0.948,85.8,79.0,74.5
2023,S2065,C2,Kindergarten,Female,T0029,1.0,80.8,69.1,75.9
2024,S2065,C2,1st,Female,T0032,1.0,96.7,82.7,93.8
2025,S2065,C2,2nd,Female,T0035,0.883,74.3,55.3,64.5
2023,S2066,C2,Kindergarten,Male,T0029,0.936,61.5,59.5,76.7
2024,S2066,C2,1st,Male,T0079,0.876,81.1,82.5,86.1
2025,S2066,C2,2nd,Male,T0094,0.998,97.9,91.7,98.4
2023,S2067,C2,Kindergarten,Male,T0027,0.89,74.3,80.2,87.1
2024,S2067,C2,1st,Male,T0079,0.963,86.6,75.4,80.8
2025,S2067,C2,2nd,Male,T0035,0.888,73.0,56.9,83.6
2023,S2068,C2,Kindergarten,Male,T0029,0.739,55.8,45.4,46.2
2024,S2068,C2,1st,Male,T0079,0.92,98.3,73.0,79.3
2025,S2068,C2,2nd,Male,T0110,0.957,81.0,67.6,91.4
2023,S2069,C2,Kindergarten,Male,T0093,1.0,67.8,65.8,72.1
2024,S2069,C2,1st,Male,T0080,0.898,67.2,76.0,71.7
2025,S2069,C2,2nd,Male,T0094,0.986,83.3,79.1,88.8
2023,S2070,C2,Kindergarten,Male,T0028,0.856,74.9,78.1,85.3
2024,S2070,C2,1st,Male,T0080,0.912,77.0,81.9,67.7
2025,S2070,C2,2nd,Male,T0110,0.704,71.4,58.8,56.3
2023,S2071,C2,Kindergarten,Male,T0029,0.836,66.5,65.9,70.3
2024,S2071,C2,1st,Male,T0080,0.98,89.7,72.7,83.6
2025,S2071,C2,2nd,Male,T0095,1.0,83.3,79.5,89.7
2023,S2072,C2,Kindergarten,Male,T0093,0.774,67.3,69.2,63.5
2024,S2072,C2,1st,Male,T0033,0.791,89.9,77.4,78.1
2025,S2072,C2,2nd,Male,T0110,0.925,79.9,64.9,75.4
2023,S2073,C2,Kindergarten,Male,T0027,0.965,86.7,85.6,77.5
2024,S2073,C2,1st,Male,T0033,0.913,88.5,78.4,79.6
2025,S2073,C2,2nd,Male,T0035,0.732,59.4,56.2,56.2
2023,S2074,C2,Kindergarten,Male,T0027,0.859,65.7,75.2,75.5
2024,S2074,C2,1st,Male,T0033,0.872,81.7,66.9,87.4
2025,S2074,C2,2nd,Male,T0035,0.97,81.5,71.6,78.4
2023,S2075,C2,Kindergarten,Female,T0028,0.765,70.7,58.7,66.0
2024,S2075,C2,1st,Female,T0033,0.917,81.2,87.2,96.6
2025,S2075,C2,2nd,Female,T0101,0.872,80.0,73.9,84.2
2023,S2076,C2,Kindergarten,Male,T0027,0.917,81.2,87.3,91.3
2024,S2076,C2,1st,Male,T0033,0.8,81.9,66.3,79.6
2025,S2076,C2,2nd,Male,T0095,0.982,92.2,71.5,96.5
2023,S2077,C2,Kindergarten,Male,T0093,0.862,62.9,56.3,66.8
2024,S2077,C2,1st,Male,T0079,1.0,88.4,82.5,94.6
2025,S2077,C2,2nd,Male,T0094,0.944,96.5,81.6,81.8
2023,S2078,C2,Kindergarten,Female,T0028,0.983,87.5,93.9,96.1
2024,S2078,C2,1st,Female,T0080,0.826,76.1,80.7,79.3
2025,S2078,C2,2nd,Female,T0094,0.943,95.7,75.0,89.3
2023,S2079,C2,Kindergarten,Male,T0027,1.0,87.7,75.4,78.6
2024,S2079,C2,1st,Male,T0033,0.969,84.1,80.5,85.9
2025,S2079,C2,2nd,Male,T0035,0.999,83.6,72.3,83.1
2023,S2080,C2,Kindergarten,Female,T0029,0.979,68.9,70.2,68.1
2024,S2080,C2,1st,Female,T0032,1.0,84.8,80.4,89.2
2025,S2080,C2,2nd,Female,T0101,0.909,85.4,75.4,73.0
2023,S2081,C2,Kindergarten,Female,T0029,0.846,72.0,67.6,70.7
2024,S2081,C2,1st,Female,T0080,0.894,70.3,57.2,76.5
2025,S2081,C2,2nd,Female,T0035,0.976,79.6,73.1,71.5
2023,S2082,C2,Kindergarten,Male,T0029,0.931,60.8,59.3,69.5
2024,S2082,C2,1st,Male,T0032,1.0,91.3,88.6,99.8
2025,S2082,C2,2nd,Male,T0035,0.805,75.0,72.9,73.1
2023,S2083,C2,Kindergarten,Female,T0028,0.953,79.7,86.2,79.2
2024,S2083,C2,1st,Female,T0080,0.715,68.2,61.2,63.8
2025,S2083,C2,2nd,Female,T0101,0.836,70.7,73.1,85.8
2023,S2084,C2,Kindergarten,Male,T0027,0.936,76.0,79.1,92.0
2024,S2084,C2,1st,Male,T0080,0.866,77.4,60.3,75.8
2025,S2084,C2,2nd,Male,T0101,1.0,93.7,83.8,84.1
2023,S2085,C2,Kindergarten,Female,T0027,0.95,79.5,62.9,81.8
2024,S2085,C2,1st,Female,T0032,0.884,100.0,70.9,93.5
2025,S2085,C2,2nd,Female,T0095,1.0,90.0,78.2,92.3
2023,S2086,C2,Kindergarten,Male,T0028,1.0,100.0,87.4,93.2
2024,S2086,C2,1st,Male,T0032,0.895,86.5,92.1,89.8
2025,S2086,C2,2nd,Male,T0094,0.917,79.1,90.7,93.0
2023,S2087,C2,Kindergarten,Female,T0028,0.853,79.7,66.8,80.2
2024,S2087,C2,1st,Female,T0079,0.921,90.0,71.6,90.4
2025,S2087,C2,2nd,Female,T0110,0.831,76.8,69.1,71.6
2023,S2088,C2,Kindergarten,Male,T0093,1.0,73.9,82.5,82.4
2024,S2088,C2,1st,Male,T0032,0.65,73.1,68.8,67.5
2025,S2088,C2,2nd,Male,T0095,0.866,76.7,74.6,85.8
2023,S2089,C2,Kindergarten,Female,T0029,0.916,65.9,69.9,66.0
2024,S2089,C2,1st,Female,T0032,0.824,73.2,87.2,93.2
2025,S2089,C2,2nd,Female,T0035,1.0,95.5,71.2,69.6
2023,S2090,C2,Kindergarten,Female,T0029,1.0,87.7,66.0,74.7
2024,S2090,C2,1st,Female,T0032,0.868,95.0,68.1,94.3
2025,S2090,C2,2nd,Female,T0095,0.846,85.6,66.6,78.4
2023,S2091,C2,Kindergarten,Male,T0093,0.858,67.8,45.2,59.8
2024,S2091,C2,1st,Male,T0032,0.791,90.4,79.3,88.8
2025,S2091,C2,2nd,Male,T0110,1.0,82.3,84.3,82.8
2023,S2092,C2,Kindergarten,Male,T0093,0.839,69.9,51.9,58.5
2024,S2092,C2,1st,Male,T0032,0.951,97.7,76.2,94.3
2025,S2092,C2,2nd,Male,T0095,1.0,92.2,87.2,97.6
2023,S2093,C2,Kindergarten,Female,T0029,0.864,65.1,60.9,63.2
2024,S2093,C2,1st,Female,T0080,0.824,71.2,67.6,64.9
2025,S2093,C2,2nd,Female,T0110,1.0,91.0,82.7,93.5
2023,S2094,C2,Kindergarten,Female,T0029,0.916,69.5,65.6,80.1
2024,S2094,C2,1st,Female,T0080,0.945,61.6,71.0,67.0
2025,S2094,C2,2nd,Female,T0094,0.927,92.1,78.1,98.8
2023,S2095,C2,Kindergarten,Male,T0029,1.0,67.7,74.4,76.3
2024,S2095,C2,1st,Male,T0033,0.848,81.0,86.3,88.3
2025,S2095,C2,2nd,Male,T0101,0.931,89.9,83.9,91.1
2023,S2096,C2,Kindergarten,Female,T0028,0.948,91.6,79.4,81.2
2024,S2096,C2,1st,Female,T0080,0.85,65.3,64.1,67.2
2025,S2096,C2,2nd,Female,T0035,0.96,82.8,80.7,85.0
2023,S2097,C2,Kindergarten,Female,T0093,0.94,73.0,70.4,67.2
2024,S2097,C2,1st,Female,T0033,0.899,85.4,77.0,81.4
2025,S2097,C2,2nd,Female,T0110,0.997,81.5,70.2,79.9
2023,S2098,C2,Kindergarten,Female,T0029,0.842,71.9,57.5,57.1
2024,S2098,C2,1st,Female,T0079,0.766,69.1,68.6,63.3
2025,S2098,C2,2nd,Female,T0095,0.967,86.9,91.7,77.6
2023,S2099,C2,Kindergarten,Male,T0093,0.872,66.3,75.7,74.7
2024,S2099,C2,1st,Male,T0079,0.91,84.5,57.6,85.0
2025,S2099,C2,2nd,Male,T0101,0.884,84.4,63.7,91.6
2023,S2100,C2,Kindergarten,Female,T0029,0.867,69.5,60.0,71.2
2024,S2100,C2,1st,Female,T0033,0.867,87.6,68.1,83.4
2025,S2100,C2,2nd,Female,T0095,0.991,81.2,77.1,91.0
2023,S2101,C2,Kindergarten,Male,T0029,0.878,66.9,52.6,69.2
2024,S2101,C2,1st,Male,T0079,0.976,94.7,83.9,86.0
2025,S2101,C2,2nd,Male,T0035,0.94,78.5,64.3,78.9
2023,S2102,C2,Kindergarten,Female,T0028,0.989,81.5,85.4,87.6
2024,S2102,C2,1st,Female,T0032,0.877,91.3,78.4,87.6
2025,S2102,C2,2nd,Female,T0094,1.0,100.0,96.9,97.8
2023,S2103,C2,Kindergarten,Female,T0029,0.928,70.4,58.3,68.1
2024,S2103,C2,1st,Female,T0080,1.0,75.0,64.3,79.1
2025,S2103,C2,2nd,Female,T0094,0.727,83.9,78.8,82.9
2023,S2104,C2,Kindergarten,Male,T0029,0.955,84.1,71.3,68.8
2024,S2104,C2,1st,Male,T0033,0.899,84.7,77.5,86.0
2025,S2104,C2,2nd,Male,T0094,0.853,96.8,74.9,90.5
2023,S2105,C2,Kindergarten,Female,T0029,0.962,65.7,73.3,71.6
2024,S2105,C2,1st,Female,T0079,1.0,84.0,87.8,75.8
2025,S2105,C2,2nd,Female,T0094,0.799,85.3,73.9,90.2
2023,S2106,C2,Kindergarten,Male,T0029,0.843,68.7,49.8,60.6
2024,S2106,C2,1st,Male,T0032,0.875,77.7,75.8,91.9
2025,S2106,C2,2nd,Male,T0101,0.842,78.0,75.3,78.6
2023,S2107,C2,Kindergarten,Female,T0029,0.974,58.9,69.7,63.8
2024,S2107,C2,1st,Female,T0033,0.898,82.5,78.2,80.7
2025,S2107,C2,2nd,Female,T0035,0.868,64.0,65.8,73.2
2023,S2108,C2,Kindergarten,Female,T0093,0.985,86.2,55.2,81.8
2024,S2108,C2,1st,Female,T0079,0.846,83.0,77.1,74.2
2025,S2108,C2,2nd,Female,T0110,0.846,79.0,65.6,65.9
2023,S2109,C2,Kindergarten,Female,T0027,0.831,76.7,89.9,61.7
2024,S2109,C2,1st,Female,T0079,0.868,72.5,67.5,76.6
2025,S2109,C2,2nd,Female,T0101,0.806,85.5,75.8,76.9
2023,S2110,C2,Kindergarten,Male,T0028,0.777,76.6,61.5,70.2
2024,S2110,C2,1st,Male,T0080,0.975,75.3,73.3,76.3
2025,S2110,C2,2nd,Male,T0035,1.0,78.2,67.2,84.1
2023,S2111,C3,Kindergarten,Female,T0051,0.913,82.2,82.9,77.2
2024,S2111,C3,1st,Female,T0059,0.935,71.5,58.4,75.2
2025,S2111,C3,2nd,Female,T0062,0.925,75.5,67.2,81.7
2023,S2112,C3,Kindergarten,Female,T0054,1.0,86.5,82.0,97.4
2024,S2112,C3,1st,Female,T0056,0.883,69.0,76.7,71.1
2025,S2112,C3,2nd,Female,T0061,0.92,77.4,79.2,91.7
2023,S2113,C3,Kindergarten,Female,T0052,0.779,75.6,41.5,62.7
2024,S2113,C3,1st,Female,T0055,1.0,83.7,75.8,78.0
2025,S2113,C3,2nd,Female,T0060,0.886,73.3,56.9,72.8
2023,S2114,C3,Kindergarten,Female,T0053,0.99,87.8,78.5,81.6
2024,S2114,C3,1st,Female,T0056,0.869,85.5,79.7,85.9
2025,S2114,C3,2nd,Female,T0060,0.944,72.4,56.2,76.1
2023,S2115,C3,Kindergarten,Male,T0052,0.983,82.6,72.9,76.4
